,SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE.1,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
6030,2,-122.30750479999999,47.61289827,7410,21504,21504,1198444,Matched,Intersection,30145.0,19TH AVE AND E UNION ST,,,2,Injury Collision,Angles,5,0,0,2,2004/12/01 00:00:00+00,12/1/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4336018.0,,10,Entering at angle,0,0,N
6031,2,-122.35283940000001,47.61859204,7411,21350,21350,1785052,Matched,Intersection,29660.0,2ND AVE AND DENNY WAY,,,2,Injury Collision,Angles,2,0,0,2,2004/09/30 00:00:00+00,9/30/2004 1:00:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4274014.0,,10,Entering at angle,0,0,N
6032,2,-122.3124318,47.71035731,7412,21410,21410,1782036,Matched,Intersection,36494.0,15TH AVE NE AND NE 113TH ST,,,2,Injury Collision,Angles,3,0,0,3,2004/04/20 00:00:00+00,4/20/2004 10:24:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,4111005.0,,10,Entering at angle,0,0,N
6033,2,-122.33863459999999,47.62579577,7413,20440,20440,1783792,Matched,Intersection,28744.0,WESTLAKE AVE N AND VALLEY ST,,,2,Injury Collision,Angles,3,0,0,2,2004/08/19 00:00:00+00,8/19/2004 12:23:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4232001.0,,10,Entering at angle,0,0,N
6034,1,,,7416,21052,21052,1777943,Matched,Alley,,,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/02/09 00:00:00+00,2/9/2004,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Clear,Dry,Dark - Street Lights On,,4040021.0,,50,Fixed object,0,0,N
6035,1,-122.3342549,47.61851729,7417,21688,21688,1783430,Matched,Intersection,29504.0,DENNY WAY AND FAIRVIEW AVE,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/08/15 00:00:00+00,8/15/2004 8:30:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4228021.0,,10,Entering at angle,0,0,N
6036,1,-122.2923788,47.72558660000001,7418,20695,20695,1782158,Matched,Block,,LAKE CITY WAY NE BETWEEN NE 133RD ST AND NE 135TH ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/08/10 00:00:00+00,8/10/2004 11:12:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Dark - Street Lights On,,4223016.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
6037,1,-122.3599739,47.53786808,7419,21902,21902,1481321,Matched,Block,,SW ORCHARD ST BETWEEN DUMAR WAY SW AND DELRIDGE WAY SW,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/04/05 00:00:00+00,4/5/2004,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4096028.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
6038,1,-122.2868574,47.56347332,7420,21433,21433,1216870,Matched,Block,,36TH AVE S BETWEEN S GENESEE ST AND S OREGON ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/07/20 00:00:00+00,7/20/2004 8:30:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4202026.0,,32,One parked--one moving,0,0,N
6039,2,-122.3023389,47.54535857,7421,21403,21403,1787647,Matched,Intersection,34291.0,24TH AVE S AND S EDDY ST,,,2,Injury Collision,Angles,4,0,0,3,2004/05/18 00:00:00+00,5/18/2004 4:43:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4139039.0,,10,Entering at angle,0,0,N
6040,1,-122.345698,47.73412856,7422,22025,22025,1728533,Matched,Block,,N 145TH ST BETWEEN WHITMAN AVE N AND AURORA AVE N,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/01/14 00:00:00+00,1/14/2004 4:50:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,4014002.0,,22,One car leaving driveway access,0,0,N
6041,1,-122.342395,47.65628393,7423,20845,20845,1220280,Matched,Block,,STONE WAY N BETWEEN N LUCAS PL AND N 41ST S ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/09/08 00:00:00+00,9/8/2004,Mid-Block (not related to intersection),34,DRIVERLESS VEHICLE STRUCK MOTOR VEHICLE REAR END,,0,Clear,Dry,Daylight,,4252027.0,,32,One parked--one moving,0,0,N
6042,2,-122.2636189,47.67936563,7424,20773,20773,1219817,Matched,Intersection,25006.0,SAND POINT WAY NE AND NE 70TH ST,,,2,Injury Collision,Pedestrian,2,1,0,1,2004/11/09 00:00:00+00,11/9/2004,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Clear,Dry,Dark - Street Lights On,Y,4314010.0,,2,Vehicle turning left hits pedestrian,0,0,N
6043,1,-122.336703,47.58928646,7425,22180,22180,1783287,Matched,Block,,COLORADO AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/08/15 00:00:00+00,8/15/2004 4:41:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4228028.0,,32,One parked--one moving,0,0,N
6044,1,-122.2859916,47.551224600000005,7426,21775,21775,1779337,Matched,Block,,S ORCAS ST BETWEEN 37TH AVE S AND JUNEAU TER S,,,1,Property Damage Only Collision,Rear Ended,9,0,0,2,2004/05/27 00:00:00+00,5/27/2004 4:22:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Daylight,,4148036.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
6045,1,-122.3134017,47.58199984,7427,21071,21071,C649607,Matched,Block,,15TH AVE S BETWEEN S COLLEGE ST AND S BAYVIEW ST,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/11/06 00:00:00+00,11/6/2004,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dawn,,4311041.0,,21,One car entering driveway access,0,0,N
6046,2,-122.3496061,47.61403122,7428,21378,21378,1482447,Matched,Intersection,29698.0,WALL ST AND WESTERN AVE,,,2,Injury Collision,Rear Ended,2,0,0,2,2004/06/05 00:00:00+00,6/5/2004,At Intersection (but not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4157004.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6047,1,-122.3143264,47.62053919,7429,20287,20287,1784366,Matched,Block,,14TH AVE E BETWEEN E JOHN ST AND E THOMAS E ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/11/11 00:00:00+00,11/11/2004 4:35:00 AM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,1,Clear,Dry,Dark - Street Lights On,,4316033.0,,32,One parked--one moving,0,0,N
6048,2,-122.3871989,47.54635845,7431,21754,21754,1781355,Matched,Block,,CALIFORNIA AVE SW BETWEEN SW GRAHAM ST AND SW EDDY ST,,,2,Injury Collision,Rear Ended,9,0,0,4,2004/04/23 00:00:00+00,4/23/2004 3:51:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1,Clear,Dry,Daylight,,4114013.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
6049,1,-122.3229514,47.68678736,7433,21916,21916,1088246,Matched,Intersection,24392.0,5TH AVE NE AND NE 80TH ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2004/07/10 00:00:00+00,7/10/2004 10:06:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4192038.0,,10,Entering at angle,0,0,N
6050,1,-122.3168913,47.6176006,7434,21160,21160,1789519,Matched,Intersection,29075.0,12TH AVE AND E HOWELL ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/08/06 00:00:00+00,8/6/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,4219033.0,,10,Entering at angle,0,0,N
6051,1,-122.33917360000001,47.61372707,7436,22335,22335,1482669,Matched,Intersection,29549.0,5TH AVE AND VIRGINIA ST,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,2004/05/14 00:00:00+00,5/14/2004 1:48:00 PM,At Intersection (intersection related),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4135010.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
6052,1,-122.35003950000001,47.66139443,7437,21088,21088,1780992,Matched,Intersection,26925.0,FREMONT AVE N AND N 45TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/06/02 00:00:00+00,6/2/2004,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4154037.0,,10,Entering at angle,0,0,N
6053,2,-122.31153379999999,47.65252817,7443,21194,21194,1780449,Matched,Block,,NE PACIFIC ST BETWEEN 15TH AVE NE AND XW 17 AVNE,,,2,Injury Collision,Rear Ended,3,0,0,2,2004/09/01 00:00:00+00,9/1/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Raining,Wet,Daylight,,4245010.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6054,2,-122.3200539,47.67542229,7444,21854,21854,1778943,Matched,Block,,8TH AVE NE BETWEEN NE 64TH ST AND NE 65TH ST,,,2,Injury Collision,Rear Ended,3,0,0,2,2004/07/22 00:00:00+00,7/22/2004 5:58:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4204015.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6055,1,-122.34335970000001,47.60825914,7445,20414,20414,1214132,Matched,Block,,ALASKAN WAY BETWEEN PIKE ST AND PINE ST,,,1,Property Damage Only Collision,Parked Car,3,0,0,2,2004/12/03 00:00:00+00,12/3/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Dark - Street Lights On,,4338009.0,,32,One parked--one moving,0,0,N
6056,1,-122.32031299999998,47.61135552,7446,22071,22071,1772003,Matched,Block,,E MADISON ST BETWEEN BROADWAY AND BROADWAY CT,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/03/19 00:00:00+00,3/19/2004 7:42:00 AM,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,0,Overcast,Dry,Daylight,,4079041.0,,50,Fixed object,0,0,N
6057,1,-122.3567385,47.620940999999995,7448,21029,21029,1321216,Matched,Intersection,28660.0,QUEEN ANNE AVE N AND THOMAS ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/07/29 00:00:00+00,7/29/2004 8:40:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4211002.0,,71,Same direction -- both turning right -- both moving -- sideswipe,0,0,N
6058,1,,,7450,21291,21291,1476120,Matched,,,,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/07/15 00:00:00+00,7/15/2004 6:00:00 PM,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Unknown,Unknown,Unknown,,4197023.0,,32,One parked--one moving,0,0,N
6059,1,-122.3292893,47.60464392,7451,20550,20550,1777370,Matched,Block,,CHERRY ST BETWEEN 5TH AVE AND 6TH AVE,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/02/07 00:00:00+00,2/7/2004,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,1,Clear,Wet,Dark - Street Lights On,,4038004.0,,50,Fixed object,0,0,N
6060,1,-122.3149533,47.52389209,7452,22035,22035,1795281,Matched,Intersection,35119.0,14TH AVE S AND S CONCORD ST,,,1,Property Damage Only Collision,Angles,5,0,0,2,2004/12/03 00:00:00+00,12/3/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4338025.0,,10,Entering at angle,0,0,N
6061,1,-122.31349979999999,47.6080453,7456,20370,20370,1074764,Matched,Block,,E CHERRY ST BETWEEN 14TH AVE AND 15TH AVE,,,1,Property Damage Only Collision,Parked Car,5,0,0,4,2004/01/22 00:00:00+00,1/22/2004 3:57:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Dry,Daylight,,4022025.0,,32,One parked--one moving,0,0,N
6062,1,-122.27693319999999,47.55265482,7459,21047,21047,1774993,Matched,Block,,S LUCILE ST BETWEEN RAINIER AVE S AND 46TH AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/08/14 00:00:00+00,8/14/2004 8:23:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Dark - Street Lights On,,4227011.0,,32,One parked--one moving,0,0,N
6063,2,-122.34024070000001,47.61201268,7461,22059,22059,C650883,Matched,Block,,3RD AVE BETWEEN STEWART ST AND VIRGINIA ST,,,2,Injury Collision,Parked Car,4,0,0,2,2004/12/31 00:00:00+00,12/31/2004 7:45:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Dark - Street Lights On,,4366037.0,,20,One car leaving parked position,0,0,N
6064,1,-122.3301747,47.61568181,7462,21443,21443,1186795,Matched,Block,,OLIVE WAY BETWEEN BOREN AVE AND MINOR AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/04/27 00:00:00+00,4/27/2004 5:50:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4118017.0,,32,One parked--one moving,0,0,N
6065,2,-122.2915581,47.68304865,7463,20722,20722,1775975,Matched,Intersection,24652.0,34TH AVE NE AND NE 75TH ST,,,2,Injury Collision,Angles,2,0,0,2,2004/04/16 00:00:00+00,4/16/2004 5:16:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4107053.0,,10,Entering at angle,0,0,N
6066,1,-122.35250649999999,47.61691834,7464,21957,21957,1482672,Matched,Intersection,29665.0,1ST AVE AND BROAD ST,,,1,Property Damage Only Collision,Left Turn,4,0,0,3,2004/05/16 00:00:00+00,5/16/2004 3:25:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4137006.0,,28,From opposite direction - one left turn - one straight,0,0,N
6067,1,-122.34499679999999,47.72503555,7465,20855,20855,1773421,Matched,Block,,AURORA AVE N BETWEEN N 130TH ST AND N 135TH ST,,,1,Property Damage Only Collision,Other,4,0,0,2,2004/06/21 00:00:00+00,6/21/2004 1:48:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4173007.0,,22,One car leaving driveway access,0,0,N
6068,1,-122.32863429999999,47.70862872,7466,20537,20537,C649592,Matched,Intersection,36586.0,1ST AVE NE AND NE NORTHGATE WAY,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/11/05 00:00:00+00,11/5/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - No Street Lights,,4310033.0,,10,Entering at angle,0,0,N
6069,2,-122.3499054,47.65414026,7467,22033,22033,1780881,Matched,Intersection,27009.0,FREMONT AVE N AND FREMONT WAY N,,,2,Injury Collision,Angles,4,0,0,3,2004/05/11 00:00:00+00,5/11/2004 9:56:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4132005.0,,10,Entering at angle,0,0,N
6070,2,-122.33838459999998,47.60428789,7468,21637,21637,1186683,Matched,Block,,ALASKAN E RDWY WAY BETWEEN MADISON ST AND SPRING ST,,,2,Injury Collision,Pedestrian,2,1,0,1,2004/08/07 00:00:00+00,8/7/2004,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Clear,Dry,Daylight,,4220036.0,,0,Vehicle going straight hits pedestrian,0,0,N
6071,1,-122.38532040000001,47.65762724,7469,21723,21723,1783864,Matched,Block,,W ELMORE ST BETWEEN 22ND AVE W AND 23RD AVE W,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/09/14 00:00:00+00,9/14/2004 10:12:00 AM,Mid-Block (but intersection related),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",Y,0,Clear,Dry,Daylight,,4258050.0,,32,One parked--one moving,0,0,N
6072,1,-122.31776599999999,47.65891125,7470,21384,21384,1774147,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 42ND N ST AND NE 43RD S ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/06/29 00:00:00+00,6/29/2004 5:45:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4181019.0,,20,One car leaving parked position,0,0,N
6073,1,-122.3534745,47.62092875,7472,22223,22223,1216959,Matched,Block,,THOMAS ST BETWEEN WARREN AVE N AND 2ND AVE N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/07/18 00:00:00+00,7/18/2004 5:07:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4200013.0,,32,One parked--one moving,0,0,N
6074,1,-122.3141274,47.61155241,7473,21605,21605,1798941,Matched,Intersection,29776.0,14TH AVE AND E SPRING ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/09/08 00:00:00+00,9/8/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,4252005.0,,10,Entering at angle,0,0,N
6075,1,-122.32334879999999,47.71111241,7474,20886,20886,1079763,Matched,Block,,5TH AVE NE BETWEEN NE 112TH N ST AND NE 115TH ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/08/14 00:00:00+00,8/14/2004 1:30:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4227031.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6076,1,-122.2952068,47.575874600000006,7475,21829,21829,1474216,Matched,Block,,S MOUNT BAKER EB BV BETWEEN RAINIER AVE S AND 30TH AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/03/17 00:00:00+00,3/17/2004 10:00:00 AM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,4077027.0,,32,One parked--one moving,0,0,N
6077,1,-122.30248459999999,47.70693089,7477,21656,21656,1782248,Matched,Block,,24TH AVE NE BETWEEN LAKE CITY WAY NE AND NE NORTHGATE WAY,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/09/02 00:00:00+00,9/2/2004,Mid-Block (but intersection related),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",Y,0,Clear,Dry,Daylight,,4246018.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6078,1,-122.3263588,47.59961377,7478,21095,21095,1771776,Matched,Block,,6TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/03/20 00:00:00+00,3/20/2004 8:00:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Unknown,Unknown,,4080010.0,,32,One parked--one moving,0,0,N
6079,1,,,7479,22310,22310,1773992,Matched,,,,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/06/14 00:00:00+00,6/14/2004 5:41:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4166011.0,,26,From opposite direction - both going straight - sideswipe,0,0,N
6080,2,-122.3342392,47.54813969,7480,20989,20989,1781076,Matched,Block,,EAST MARGINAL WAY S BETWEEN 1ST AVE S AND 1ST AV S BR SB,,,2,Injury Collision,Rear Ended,4,0,0,2,2004/02/03 00:00:00+00,2/3/2004,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Dark - Street Lights On,,4034026.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6081,1,-122.3290598,47.60523285,7481,20528,20528,1776407,Matched,Block,,6TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,,,1,Property Damage Only Collision,Other,6,0,0,2,2004/07/24 00:00:00+00,7/24/2004 7:58:00 PM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4206014.0,,23,From same direction - all others,0,0,N
6082,1,-122.30736429999999,47.61966496,7482,21634,21634,1181385,Matched,Intersection,29374.0,19TH AVE E AND E JOHN ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2004/08/02 00:00:00+00,8/2/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4215030.0,,10,Entering at angle,0,0,N
6083,1,-122.30599380000001,47.67577805,7483,21066,21066,999984,Matched,Block,,NE 65TH ST BETWEEN 20TH AVE NE AND 21ST W AVE NE,,,1,Property Damage Only Collision,Parked Car,0,0,0,3,2004/07/28 00:00:00+00,7/28/2004 10:39:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4210019.0,,32,One parked--one moving,0,0,N
6084,2,-122.3472943,47.64717249,7484,22350,22350,1777818,Matched,Block,,AURORA BR BETWEEN RAYE ST AND BRIDGE WAY N,,,2,Injury Collision,Other,1,0,0,1,2004/03/08 00:00:00+00,3/8/2004,Mid-Block (not related to intersection),29,MOTOR VEHICLE OVERTURNED IN ROAD,,0,Clear,Dry,Daylight,,4068028.0,,52,Vehicle overturned,0,0,N
6085,2,-122.3761636,47.64156384,7486,20725,20725,1186592,Matched,Block,,15TH AVE W BETWEEN W WHEELER ST AND GILMAN DR W,,,2,Injury Collision,Rear Ended,2,0,0,2,2004/04/28 00:00:00+00,4/28/2004 5:30:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4119028.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6086,1,-122.31322659999998,47.65757317,7487,21525,21525,1782966,Matched,Block,,UNIVERSITY WAY NE BETWEEN NE 41ST ST AND NE 42ND ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/03/31 00:00:00+00,3/31/2004 3:50:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,1,Clear,Dry,Dark - Street Lights On,,4091020.0,,32,One parked--one moving,0,0,N
6087,2,-122.3527631,47.70507555,7488,20854,20854,1773415,Matched,Intersection,36421.0,DAYTON AVE N AND N 105TH ST,,,2,Injury Collision,Rear Ended,3,0,0,2,2004/05/20 00:00:00+00,5/20/2004 3:36:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4141004.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6088,1,-122.3768028,47.68966537,7489,20828,20828,1780133,Matched,Block,,15TH AVE NW BETWEEN NW 83RD ST AND NW 85TH ST,,,1,Property Damage Only Collision,Rear Ended,3,0,0,3,2004/01/14 00:00:00+00,1/14/2004 11:15:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Daylight,,4014036.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
6089,2,-122.3250713,47.59499594,7490,22324,22324,1313393,Matched,Intersection,30546.0,MAYNARD AVE S AND S CHARLES ST,,,2,Injury Collision,Left Turn,3,0,0,2,2004/01/29 00:00:00+00,1/29/2004 6:45:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - No Street Lights,,4029011.0,,15,From same direction - one left turn - one straight,0,0,N
6090,2,-122.3610919,47.53795417,7491,21779,21779,1781500,Matched,Intersection,33963.0,DELRIDGE WAY SW AND SW ORCHARD ST,,,2,Injury Collision,Left Turn,4,0,0,3,2004/06/30 00:00:00+00,6/30/2004 3:23:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4182028.0,,28,From opposite direction - one left turn - one straight,0,0,N
