,SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE.1,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
1060,2,-122.28484109999998,47.52138488,1213,104500,104500,3211430,Matched,Intersection,35371.0,38TH AVE S AND S BARTON ST,,,2,Injury Collision,Angles,4,0,0,2,2009/08/16 00:00:00+00,8/16/2009 7:55:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dusk,,9228008.0,Y,10,Entering at angle,0,0,N
1061,1,-122.3472943,47.64717249,1214,207900,208100,3737240,Matched,Block,,AURORA BR BETWEEN RAYE ST AND BRIDGE WAY N, ,,1,Property Damage Only Collision,Head On,2,0,0,2,2015/11/28 00:00:00+00,11/28/2015 7:41:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,30,From opposite direction - all others,0,0,N
1062,1,-122.38931640000001,47.65813476,1215,138100,138100,3503716,Matched,Block,,GILMAN AVE W BETWEEN 25TH AVE W AND 26TH AVE W,,,1,Property Damage Only Collision,Other,1,0,0,1,2012/05/19 00:00:00+00,5/19/2012 9:10:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Daylight,,12140019.0,,50,Fixed object,0,0,N
1063,1,-122.28614909999999,47.55626482,1217,237100,237540,3756104,Matched,Block,,37TH AVE S BETWEEN S HUDSON ST AND S DAWSON ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2017/03/17 00:00:00+00,3/17/2017 11:15:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Other,Unknown,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
1064,2,-122.38539240000001,47.684989,1219,134300,134300,3551456,Matched,Intersection,23885.0,23RD AVE NW AND NW 77TH ST,,,2,Injury Collision,Angles,2,0,0,2,2012/07/10 00:00:00+00,7/10/2012 3:15:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,12192007.0,,10,Entering at angle,0,0,N
1065,2,-122.2991179,47.6214915,1220,94400,94400,2906497,Matched,Block,,E MADISON ST BETWEEN 25TH AVE E AND 26TH AVE E,,,2,Injury Collision,Rear Ended,4,0,0,3,2009/06/04 00:00:00+00,6/4/2009,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,9155013.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1066,2,-122.30033200000001,47.54637208,1222,116300,116300,3383960,Matched,Intersection,167336.0,BEACON ER AVE S AND S GRAHAM ST,,,2,Injury Collision,Angles,3,0,0,3,2010/03/30 00:00:00+00,3/30/2010 10:21:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Wet,Dark - Street Lights On,,10089012.0,,10,Entering at angle,0,0,N
1067,1,-122.4067024,47.56397624,1223,78700,78700,2619422,Matched,Block,,BEACH DR SW BETWEEN SW GENESEE ST AND SW OREGON ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2007/07/04 00:00:00+00,7/4/2007,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,7185025.0,,32,One parked--one moving,0,0,N
1068,1,-122.36198279999999,47.68983403,1224,144500,144500,3504471,Matched,Block,,NW 84TH ST BETWEEN 3RD AVE NW AND 6TH AVE NW, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/01/05 00:00:00+00,1/5/2013 2:30:00 PM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Overcast,Wet,Daylight,,13005008.0,,32,One parked--one moving,0,0,N
1069,1,-122.3324513,47.60726631,1225,250500,251100,E723732,Matched,Intersection,29933.0,5TH AVE AND SPRING ST, ,,1,Property Damage Only Collision,Other,2,0,0,2,2017/10/17 00:00:00+00,10/17/2017 12:40:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,,,,23,From same direction - all others,0,0,N
1070,1,-122.3290919,47.60275157,1226,104000,104000,3334522,Matched,Block,,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2009/08/28 00:00:00+00,8/28/2009 2:00:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Unknown,Unknown,Daylight,,9240015.0,,32,One parked--one moving,0,0,N
1071,2,-122.32505859999999,47.59835189,1229,139600,139600,3562656,Matched,Intersection,30515.0,MAYNARD AVE S AND S KING ST,,,2,Injury Collision,Left Turn,5,0,0,2,2012/04/26 00:00:00+00,4/26/2012 4:51:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,12117009.0,,28,From opposite direction - one left turn - one straight,0,0,N
1072,1,-122.3220102,47.60423293,1231,142500,142500,3552040,Matched,Block,,TERRY AVE BETWEEN ALDER ST AND TERRACE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2012/03/22 00:00:00+00,3/22/2012 5:41:00 PM,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Dry,Daylight,,12082010.0,,32,One parked--one moving,0,0,N
1073,1,-122.33062369999999,47.60358939,1232,149900,149920,3573341,Matched,Block,,4TH AVE BETWEEN JAMES ST AND CHERRY ST, ,,1,Property Damage Only Collision,Sideswipe,5,0,0,2,2013/07/09 00:00:00+00,7/9/2013 7:23:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1074,1,-122.34825490000001,47.61114197,1233,107700,107700,3373305,Matched,Block,,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,,,1,Property Damage Only Collision,Sideswipe,4,0,0,2,2010/10/24 00:00:00+00,10/24/2010 12:22:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Raining,Wet,Daylight,,10297045.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1075,1,-122.34089250000001,47.61239803,1234,132200,132200,3373353,Matched,Intersection,29563.0,3RD AVE AND VIRGINIA ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2012/03/11 00:00:00+00,3/11/2012 2:16:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,12071004.0,,28,From opposite direction - one left turn - one straight,0,0,N
1076,1,-122.34009270000001,47.60554492,1236,248900,249500,E715823,Matched,Block,,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST, ,,1,Property Damage Only Collision,Rear Ended,0,0,0,2,2017/09/21 00:00:00+00,9/21/2017 9:40:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1077,2,-122.3445794,47.65957519,1237,124600,124600,3562409,Matched,Intersection,26818.0,WOODLAND PARK AVE N AND N 43RD N ST,,,2,Injury Collision,Cycles,2,0,1,1,2011/12/07 00:00:00+00,12/7/2011 9:57:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,Y,11341002.0,,45,Vehicle - Pedalcyclist,0,0,N
1078,1,-122.3042449,47.58451194,1238,81900,81900,3279487,Matched,Intersection,31561.0,22ND AVE S AND S HILL ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2008/09/09 00:00:00+00,9/9/2008,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,8253008.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1079,1,-122.3401308,47.51727252,1239,144000,144000,3331387,Matched,Intersection,34984.0,OLSON PL SW AND SW ROXBURY ST, ,,1,Property Damage Only Collision,Other,3,0,0,1,2013/01/18 00:00:00+00,1/18/2013 2:51:00 AM,At Intersection (intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Fog/Smog/Smoke,Wet,Dark - Street Lights On,,13018002.0,Y,50,Fixed object,0,0,N
1080,2,-122.293751,47.53891249,1240,87200,87200,3281991,Matched,Block,,S MYRTLE ST BETWEEN BEACON ER AVE S AND S MYRTLE PL,,,2,Injury Collision,Rear Ended,4,0,0,2,2008/12/31 00:00:00+00,12/31/2008 9:04:00 AM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Dry,Daylight,,8366010.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1081,2,-122.31276000000001,47.59749164,1241,103400,103400,2623443,Matched,Intersection,30437.0,RAINIER AVE S AND S WELLER ST,,,2,Injury Collision,Angles,3,0,0,3,2009/04/10 00:00:00+00,4/10/2009 2:23:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,9100006.0,,10,Entering at angle,0,0,N
1082,2,-122.2980507,47.58831183,1242,226100,226440,E577487,Matched,Intersection,31402.0,M L KING JR WAY S AND S MASSACHUSETTS ST, ,,2,Injury Collision,Angles,6,0,0,2,2016/08/23 00:00:00+00,8/23/2016 6:31:00 PM,At Intersection (but not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1083,1,-122.37419369999999,47.5640756,1243,187400,187480,3579256,Matched,Block,,SW AVALON WAY BETWEEN SW GENESEE ST AND 35TH AVE SW, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2015/03/11 00:00:00+00,3/11/2015 11:30:00 AM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",Y,N,Unknown,Unknown,Unknown,,,,32,One parked--one moving,0,0,N
1084,1,-122.38349369999999,47.66783018,1244,81700,81700,C698451,Matched,Block,,LEARY AVE NW BETWEEN NW VERNON PL AND NW MARKET ST,,,1,Property Damage Only Collision,Head On,2,0,0,2,2008/01/11 00:00:00+00,1/11/2008 8:00:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Dark - Street Lights On,,8011043.0,,30,From opposite direction - all others,0,0,N
1085,2,-122.3206303,47.53865045,1247,220300,220580,3735609,Matched,Intersection,34195.0,ELLIS AVE S AND EAST MARGINAL WAY S, ,,2,Injury Collision,Rear Ended,3,0,0,2,2016/05/28 00:00:00+00,5/28/2016 1:44:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1086,2,-122.34352460000001,47.63015404,1248,91800,91800,C710492,Matched,Block,,AURORA AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,,2,Injury Collision,Rear Ended,2,0,0,2,2008/09/30 00:00:00+00,9/30/2008 8:55:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,8274037.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1087,2,-122.29618810000001,47.57834715,1249,247600,248180,E698404,Matched,Intersection,31481.0,M L KING JR WAY S AND S MCCLELLAN ST, ,,2,Injury Collision,Angles,5,0,0,2,2017/07/30 00:00:00+00,7/30/2017 6:25:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1088,2,-122.33355320000001,47.6729226,1250,123900,123900,3466580,Matched,Intersection,25478.0,MERIDIAN AVE N AND N 61ST ST,,,2,Injury Collision,Cycles,2,0,1,1,2011/08/17 00:00:00+00,8/17/2011 9:00:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,Y,Clear,Dry,Dark - Street Lights On,Y,11229018.0,Y,45,Vehicle - Pedalcyclist,31796,0,N
1089,2,-122.3350596,47.62461807,1251,167700,167720,3574793,Matched,Block,,MERCER SR ST BETWEEN BOREN AVE N AND FAIRVIEW N AVE N, ,,2,Injury Collision,Rear Ended,2,0,0,2,2014/05/05 00:00:00+00,5/5/2014 10:35:00 AM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1090,1,-122.25356310000001,47.50729531,1252,77800,77800,2796730,Matched,Block,,64TH AVE S BETWEEN S PRENTICE ST AND S BANGOR ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2007/07/19 00:00:00+00,7/19/2007 2:49:00 PM,Mid-Block (not related to intersection),12,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,7200017.0,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N
1091,1,-122.3342392,47.54813969,1253,296900,298020,E816705,Matched,Block,,EAST MARGINAL WAY S BETWEEN 1ST AVE S AND 1ST AV S BR SB, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2018/06/25 00:00:00+00,6/25/2018 11:28:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Daylight,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
1092,1,-122.26998789999999,47.52281564,1254,96100,96100,3281995,Matched,Block,,RAINIER AVE S BETWEEN S HENDERSON ST AND S DIRECTOR N ST,,,1,Property Damage Only Collision,Sideswipe,4,0,0,4,2009/01/01 00:00:00+00,1/1/2009,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Dark - Street Lights On,,9001012.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1093,1,-122.3235915,47.71948581,1255,162000,162020,C783964,Unmatched,Intersection,36435.0,5TH AVE NE AND NE 125TH ST, ,,1,Property Damage Only Collision,,1,0,0,0,2013/10/30 00:00:00+00,10/30/2013,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1094,1,-122.3253344,47.61122962,1256,74700,74700,C684966,Matched,Intersection,29899.0,MINOR AVE AND SENECA ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2007/04/13 00:00:00+00,4/13/2007 5:30:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Daylight,,7103043.0,,10,Entering at angle,0,0,N
1095,1,-122.35696259999999,47.63534934,1257,269100,269900,E765260,Unmatched,Block,,QUEEN ANNE AVE N BETWEEN BLAINE ST AND HOWE ST, ,,1,Property Damage Only Collision,,2,0,0,0,2018/01/30 00:00:00+00,1/30/2018,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1096,2,-122.33804769999999,47.61170568,1258,135900,135900,3560746,Matched,Block,,4TH AVE BETWEEN PINE ST AND OLIVE WAY,,,2,Injury Collision,Parked Car,3,0,0,2,2012/05/24 00:00:00+00,5/24/2012 12:41:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,12145013.0,,20,One car leaving parked position,0,0,N
1097,1,-122.30620619999999,47.59485225,1259,96000,96000,3326233,Matched,Block,,20TH AVE S BETWEEN S NYE PL AND S CHARLES ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2009/10/28 00:00:00+00,10/28/2009 12:45:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,9301023.0,,32,One parked--one moving,0,0,N
1098,1,-122.27671670000001,47.53978659,1260,129600,129600,3545783,Matched,Block,,S FRONTENAC ST BETWEEN 44TH AVE S AND 46TH AVE S,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2011/08/27 00:00:00+00,8/27/2011 6:58:00 PM,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,11239029.0,,32,One parked--one moving,0,0,N
1099,2,-122.27808459999999,47.54067186,1261,126400,126400,3372957,Matched,Intersection,34433.0,44TH AVE S AND S WILLOW ST,,,2,Injury Collision,Parked Car,6,1,0,4,2011/05/09 00:00:00+00,5/9/2011 11:15:00 PM,At Intersection (but not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear,Dry,Dark - No Street Lights,,11129015.0,,32,One parked--one moving,0,0,N
1100,2,-122.2728077,47.54247599,1262,199200,199340,3730673,Matched,Intersection,34420.0,RAINIER AVE S AND S HOLLY ST, ,,2,Injury Collision,Left Turn,4,0,0,2,2015/08/03 00:00:00+00,8/3/2015 8:00:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
1101,2,-122.3447064,47.7057972,1263,166000,166020,3582763,Matched,Block,,AURORA AVE N BETWEEN N NORTHGATE WAY AND N 107TH S ST, ,,2,Injury Collision,Rear Ended,4,0,0,3,2014/04/07 00:00:00+00,4/7/2014 12:04:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1102,2,-122.3357817,47.60587262,1264,77200,77200,2805232,Matched,Intersection,29613.0,2ND AVE AND SPRING ST,,,2,Injury Collision,Angles,7,0,0,2,2007/11/10 00:00:00+00,11/10/2007 11:27:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Dark - Street Lights On,,7314018.0,,10,Entering at angle,0,0,N
1103,1,-122.3046668,47.68304716,1265,208900,209120,E477568,Matched,Block,,NE 75TH ST BETWEEN 21ST AVE NE AND RAVENNA AVE NE, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2015/10/31 00:00:00+00,10/31/2015 4:53:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Raining,Wet,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1104,2,-122.34041529999999,47.62204871,1266,124300,124300,3383186,Matched,Block,,HARRISON ST BETWEEN 8TH AVE N AND 9TH AVE N,,,2,Injury Collision,Angles,2,0,0,2,2011/02/08 00:00:00+00,2/8/2011,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dusk,,11039006.0,,10,Entering at angle,0,0,N
1105,2,-122.32574220000001,47.63631984,1267,73900,73900,2621531,Matched,Block,,EASTLAKE AVE E BETWEEN E HOWE ST AND E NEWTON ST,,,2,Injury Collision,Cycles,1,0,1,0,2007/01/30 00:00:00+00,1/30/2007 7:27:00 AM,Mid-Block (not related to intersection),69,PEDALCYCLIST OVERTURNED IN ROAD,,0,Clear,Ice,Daylight,,7030036.0,,45,Vehicle - Pedalcyclist,24776,0,N
1106,2,-122.3231111,47.59583224,1268,299000,300180,3812073,Matched,Block,,S DEARBORN ST BETWEEN 7TH AVE S AND 8TH AVE S, ,,2,Injury Collision,Cycles,2,0,1,1,2018/07/12 00:00:00+00,7/12/2018 3:42:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,Y,,,6,Pedalcyclist Strikes Moving Vehicle,0,0,N
1107,1,-122.37745259999998,47.56155427,1269,151800,151820,3593467,Matched,Block,,36TH AVE SW BETWEEN SW SNOQUALMIE ST AND SW ALASKA ST, ,,1,Property Damage Only Collision,Other,1,0,0,1,2013/08/05 00:00:00+00,8/5/2013 12:13:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,Y,N,Clear,Dry,Dark - Street Lights On,,,,50,Fixed object,0,0,N
1108,1,-122.26998200000001,47.52473904,1270,109500,109500,3336012,Matched,Block,,RAINIER AVE S BETWEEN S CLOVERDALE ST AND S HENDERSON ST,,,1,Property Damage Only Collision,Rear Ended,3,0,0,3,2010/07/14 00:00:00+00,7/14/2010 3:36:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,10195029.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1109,1,,,1271,148800,148820,3606453,Matched,Alley,,, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/06/21 00:00:00+00,6/21/2013 3:04:00 PM,Driveway Junction,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1110,1,,,1272,86200,86200,2797015,Matched,Alley,,,,,1,Property Damage Only Collision,Other,1,0,0,1,2008/01/22 00:00:00+00,1/22/2008 8:00:00 PM,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,0,Clear,Ice,Dark - Street Lights Off,,8022031.0,,50,Fixed object,0,0,N
1111,1,-122.31452979999999,47.57162418,1273,164000,164020,3577627,Matched,Intersection,32247.0,S COLUMBIAN WAY AND S SPOKANE ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Other,2,0,0,2,2014/02/28 00:00:00+00,2/28/2014 3:15:00 AM,At Intersection (intersection related),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Unknown,Dry,Dark - Street Lights On,,,,23,From same direction - all others,0,0,N
1112,1,-122.3229563,47.66133335,1275,105200,105200,2501998,Matched,Intersection,27071.0,5TH AVE NE AND NE 45TH ST,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2009/12/08 00:00:00+00,12/8/2009,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,9342007.0,,81,Same direction -- both turning left -- both moving -- sideswipe,0,0,N
1113,1,-122.3762222,47.66121143,1276,247000,247600,3762522,Matched,Block,,BALLARD BR BETWEEN POINT B AND BALLARD BR OFF RP, ,,1,Property Damage Only Collision,Sideswipe,0,0,0,2,2017/08/29 00:00:00+00,8/29/2017 5:00:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
1114,1,-122.25361809999998,47.51568877,1277,138400,138400,3617388,Matched,Block,,RAINIER AVE S BETWEEN S PILGRIM ST AND S NORFOLK ST,,,1,Property Damage Only Collision,Sideswipe,4,0,0,2,2012/05/11 00:00:00+00,5/11/2012 4:18:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,12132005.0,,26,From opposite direction - both going straight - sideswipe,0,0,N
1115,1,-122.32613570000001,47.55338035,1280,203500,203640,E463985,Matched,Block,,S LUCILE ST BETWEEN 6TH AVE S AND MAYNARD AVE S, ,,1,Property Damage Only Collision,Other,0,0,0,1,2015/09/23 00:00:00+00,9/23/2015 1:13:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Dark - Street Lights On,,,,50,Fixed object,0,0,N
